1;58,29435396;8,14869126;1
2;35,72880396;18,17781663;1
3;30,08741196;19,43146328;1
4;16,92417596;24,44602596;1
5;16,92417596;34,47515132;1
6;1,880469972;38,86290264;1
7;16,92417596;43,25065395;1
8;7,521861957;47,01156999;1
9;7,521861957;48,26521664;1
10;0,3;53,27977932;1
11;0;55,78707262;1
12;7,521861957;52,02615658;1
13;18,804628;46,38475862;1
14;26,32648995;41,9970073;1
15;26,32648995;38,23609127;1
16;26,32648995;38,23609127;1
17;37,60925598;41,37019594;1
18;47,01156999;45,75794725;1
19;48,89203995;50,77250993;1
20;48,89203995;52,65296795;1
21;39,48972597;55,16026125;1
22;33,84833397;59,54798865;1
23;56,413884;53,9066146;1
24;78,979434;47,01156999;1
25;82,74037395;42,62384258;1
26;92,14266999;42,62384258;1
27;101,544984;45,13111197;1
28;112,827768;50,77250993;1
29;112,827768;53,27977932;1
30;105,305924;59,54798865;1
31;105,305924;63,3089286;1
32;97,78407993;67,69667991;1
33;90,26223591;67,69667991;1
34;78,979434;67,69667991;1
35;71,45758998;72,08440732;1
36;62,05527597;78,97945193;1
37;50,772492;76,47215863;1
38;28,20694199;83,36720324;1
39;24,44601998;89,00857729;1
40;15,04370598;94,64997526;1
41;13,16323601;96,53043327;1
42;30,08741196;100,2913493;1
43;30,08741196;102,7986665;1
44;30,08741196;105,305912;1
45;47,01156999;100,2913493;1
46;56,413884;95,9036219;1
47;62,05527597;94,64997526;1
48;65,81619798;94,64997526;1
49;80,85990396;100,2913493;1
50;101,544984;105,305912;1
51;88,38176592;110,3204986;1
52;80,85990396;112,8277919;1
53;75,21851199;119,0960012;1
54;75,21851199;124,11054;1
55;75,21851199;124,11054;1
56;82,74037395;122,8569172;1
57;97,78407993;116,5887079;1
58;116,5887079;112,2009805;1
59;122,230082;105,9327712;1
60;127,8714919;99,66453794;1
61;127,8714919;91,51587059;1
62;127,8714919;91,51587059;1
63;135,3933359;92,76951724;1
64;152,3174939;98,41089129;1
65;156,0784339;107,1863939;1
66;161,7198079;113,4546033;1
